DR_NO,Vict Age,Vict Sex,Vict Descent
212004186,36,F,H
211707306,50,F,O
210200629,59,M,W
211911530,61,F,H
210311729,42,M,B
210320410,51,F,H
211112604,36,F,H
211407566,54,M,H
211317293,20,M,H
210205262,72,F,O
210715811,36,M,W
211911985,70,M,H
212008761,44,F,B
211810411,29,F,H
210217144,25,F,H
210508837,45,F,H
211214381,62,F,B
220805874,29,F,H
210510049,56,F,W
212009168,36,F,H
210116810,43,F,H
211710389,34,F,W
211223388,29,F,B
211308234,33,F,H
211604280,39,F,H
211313934,70,F,H
211207555,30,F,H
211911370,55,M,H
210909612,36,F,H
211913916,42,F,H
212002059,79,F,B
212108994,27,F,H
210515443,51,F,H
210714898,55,F,H
210514924,34,F,B
210505001,31,M,H
212114327,25,F,W
212105289,34,F,B
211224383,33,F,H
210917182,44,F,O
211307622,27,M,H
211820974,33,F,B
212104805,21,F,O
210506841,54,F,H
210108392,44,F,H
211916777,33,F,H
211816362,56,F,H
211607155,38,M,B
210815398,23,F,B
210412108,35,F,H
211224281,24,X,X
211810389,58,F,H
210510764,45,F,H
211304714,34,F,H
211910910,61,F,H
210614184,30,F,H
210318475,26,F,H
210409072,36,F,H
210320584,36,F,W
211304100,34,F,H
211108775,60,F,O
211314974,33,F,H
210705643,53,M,W
210808565,43,F,W
211813976,43,F,B
210510752,23,M,H
211908433,31,F,H
211108106,0,X,X
211613840,40,F,H
211913187,52,F,B
211115743,28,F,H
210911066,51,F,H
210414149,35,M,H
210311083,42,M,B
210318980,21,M,H
210608030,38,F,O
211207450,70,F,B
211307623,25,F,H
211915100,19,M,H
211115581,28,M,H
210413191,66,F,H
210516950,40,M,O
210618011,54,F,H
211108408,0,F,H
210908743,62,M,H
211605242,30,F,H
210507174,38,F,H
210620367,64,M,O
211312231,49,F,H
211906118,35,F,B
212114391,15,M,H
211811326,53,F,H
211312535,28,F,H
211706538,33,F,W
211807793,59,F,B
211809828,33,F,H
210715812,63,M,W
211610351,12,F,H
210506507,78,F,W
211604791,39,F,H
211910799,39,F,H
210119986,62,M,B
210506434,29,F,W
212108579,38,F,H
210307307,64,F,H
211104454,24,F,W
211914536,59,F,H
211906474,54,F,H
211114697,48,M,W
210217541,33,F,W
211715169,30,M,B
210512755,44,F,H
211320614,5,F,H
211314513,29,F,H
210318512,26,F,H
211210222,35,F,H
211812514,69,F,B
211613606,31,F,H
210309663,30,F,H
211606081,44,F,H
212113770,63,M,H
210105179,56,F,W
211812685,60,F,B
211312277,38,F,H
212007471,52,M,W
210405539,38,F,H
211908526,76,F,H
211206215,20,F,H
210121997,34,F,B
211310817,60,F,H
210911504,36,F,W
211912544,63,M,H
211216703,35,F,H
211906092,50,F,W
211614599,33,F,W
211817525,57,F,H
211015256,51,F,W
210904553,30,F,W
210612565,26,M,W
211913448,45,F,O
211310862,28,F,H
221204727,29,F,H
211306813,53,F,B
211916340,51,F,H
210511557,36,F,W
210511374,38,F,O
210316956,41,M,H
210408924,26,F,H
211917155,54,F,H
210114238,39,F,H
212016884,26,F,H
211906405,32,F,W
211114853,54,F,A
210317878,50,M,H
210618865,25,F,W
210314784,27,F,B
212009409,33,F,B
210914012,67,F,O
210314111,38,M,H
210712608,30,M,A
210217948,32,F,B
211410000,43,M,W
210308929,58,F,B
210619808,25,F,W
211916165,51,F,H
211900899,65,F,H
210504377,54,F,H
211511549,36,F,H
210413963,25,F,H
210711676,32,F,W
210517138,39,F,H
211709383,67,M,W
211408765,39,F,O
211611289,64,M,H
210108259,42,F,P
211010717,37,F,H
210510360,47,F,H
210713934,52,F,W
210414225,57,F,H
211509028,32,M,W
211908194,44,M,H
211821343,28,F,B
220204494,73,F,W
210916582,41,M,O
211904569,44,F,H
210620366,48,M,H
211111690,38,F,H
211100691,69,M,A
210405057,64,F,H
211419080,37,F,W
210714452,30,M,O
211308541,39,M,H
210807220,50,F,B
211613831,33,F,H
210116172,44,F,H
210712344,36,M,W
210414425,57,F,H
210505366,28,F,H
211115644,66,F,H
212010167,24,F,H
211210362,71,F,H
210508286,37,F,H
210213066,43,F,H
212009847,25,F,H
210608802,48,F,H
211806755,70,M,O
210619708,64,F,A
211106510,47,F,B
212109126,45,F,O
212010901,33,F,W
211105880,45,F,H
211916921,26,F,H
212006973,79,M,A
210414237,57,F,H
210215988,59,F,H
210717103,22,F,H
210607367,45,F,H
210905998,52,F,H
210610434,22,F,H
211915414,41,F,H
210316891,26,F,H
210511268,66,M,H
211913649,59,F,H
210907443,50,F,A
210506988,0,F,X
210704607,42,F,H
211112716,31,F,H
211906487,48,F,H
212112931,62,M,H
211809405,69,F,H
210118279,40,F,H
211916840,36,F,H
211009569,29,F,B
210315528,78,M,H
210815307,33,F,B
210816267,48,F,W
211819584,43,F,B
211107621,0,F,H
210609355,42,F,W
210608658,37,F,B
211915051,57,F,H
211915549,22,F,H
211311369,45,F,H
211104536,55,F,W
211406462,55,M,W
210317591,47,F,B
210318605,31,F,H
210408774,38,F,H
211608117,28,F,H
211816746,43,F,H
212013572,32,F,O
212009533,39,F,A
212004662,42,F,B
210307845,66,F,B
210309953,33,F,B
211105989,83,F,H
211613839,45,F,H
211910486,34,F,H
211806947,24,F,H
210313595,52,F,B
211214200,32,F,H
211916339,19,M,H
210710794,32,F,W
211913475,36,F,H
210415357,60,F,H
210514233,55,F,H
210315578,40,M,B
210306600,33,F,H
211111623,31,F,H
210404346,27,F,H
211607016,30,M,H
210110955,61,F,W
211815437,63,F,H
210715929,55,F,H
211115297,37,F,H
211408866,50,F,B
211610350,32,F,H
211704250,20,F,H
211304178,61,F,H
210607359,63,M,W
210813189,25,M,W
210104663,43,F,H
210316597,18,F,H
211910548,21,F,H
211904571,43,F,H
210409792,29,F,O
210709539,53,M,W
210605212,60,M,W
211420926,46,M,W
210917253,36,F,H
212006127,49,F,H
211904077,38,M,H
210412956,45,F,W
210112320,46,F,B
211807514,31,F,H
211115452,44,F,O
211710032,76,F,W
212104610,49,F,W
211904383,44,M,H
210111866,35,F,B
211309711,38,F,H
211712152,6,F,H
211807387,27,F,B
211210722,47,F,H
211808495,25,M,H
212110138,66,F,H
210413473,40,F,H
211904418,66,F,W
210709582,70,M,W
210710319,27,M,W
211607032,59,F,W
210712896,35,F,W
211008016,13,M,O
210616655,68,F,W
210105180,36,F,W
210305873,51,F,O
210507819,30,F,H
210410961,43,M,O
210514027,25,F,H
212116745,44,F,H
211012650,71,M,W
211806698,26,F,H
210311222,37,M,B
211613647,52,F,W
211907286,36,F,H
212015314,25,F,H
211906812,46,F,H
210612563,68,F,W
210313491,40,F,H
211911167,26,F,H
210404903,77,F,H
211111644,34,M,W
211315735,31,F,H
211613384,40,F,H
210905272,26,F,H
210317855,38,F,B
210308677,25,F,X
212112812,36,M,B
212108383,28,M,W
210316472,63,M,B
211209229,28,F,B
211911671,42,M,H
211308531,66,M,H
211706597,33,F,W
212013466,29,F,H
211320803,30,M,H
212112853,52,F,B
210712937,54,F,H
211318896,26,F,H
211314576,31,F,H
212109688,50,F,O
211607242,52,F,H
212105900,31,F,B
211405605,64,M,A
211911290,44,M,H
211905434,27,F,H
212110052,45,M,H
210118849,67,M,B
211207170,61,F,B
211810626,69,F,B
212118015,34,F,A
211816656,37,F,H
210513341,42,F,B
210514203,41,F,B
211105611,45,F,H
211306787,38,F,H
211107204,47,F,B
211913574,36,F,H
211904540,44,F,H
211112741,42,F,A
211315577,26,F,B
211813693,55,F,H
211406008,19,F,H
210107049,58,F,B
212115105,33,F,W
210512606,28,F,H
210817841,23,F,O
210507280,34,M,B
211907633,26,M,H
210510914,24,F,H
211604321,43,F,H
210713777,55,F,H
212000822,26,F,B
210210568,43,F,H
210306852,28,F,O
210315037,44,M,B
211223351,30,F,H
210410039,36,F,H
211010938,81,F,H
210314332,56,F,H
210515120,0,X,X
211611549,45,M,H
210109465,44,F,H
210513373,0,M,H
210415168,57,F,H
210619920,68,F,O
210600558,22,F,W
210313746,26,F,H
211220013,52,M,B
211811000,37,F,H
210619667,42,F,H
210515179,78,F,H
211812531,63,F,H
211808030,70,M,O
211906277,45,F,H
211504830,46,F,W
211807964,31,F,H
211110319,37,F,W
212108315,60,M,H
211411454,28,F,H
210504574,38,F,O
210414809,64,F,H
212112806,28,F,H
211320466,21,F,H
211816236,67,M,H
211906058,41,F,A
210705347,41,F,H
211319693,24,F,B
211820554,54,F,B
210507401,26,F,H
211604731,41,F,H
210311482,39,F,H
210315401,54,F,H
211905385,35,F,H
210311485,63,F,B
210908634,38,F,B
211807408,0,X,X
211915508,58,M,B
212110177,51,F,H
210612967,51,M,W
211812089,57,F,H
212107065,31,F,H
210413797,39,F,H
211913750,45,F,H
211114096,53,F,W
211116777,0,F,A
210320108,57,F,H
211706575,33,F,H
211914504,40,F,H
210214354,44,F,H
211225331,30,F,H
211908330,67,F,H
210516499,67,M,H
211313272,31,F,H
210504542,69,F,W
210114715,28,F,H
210413743,53,M,H
210515460,53,F,H
210906467,52,F,H
210709687,17,F,O
210209436,39,F,B
211311488,73,F,H
211316163,36,F,H
210309107,20,F,H
210213615,28,F,H
211108686,37,F,H
210711758,32,F,W
210609387,37,M,W
210314401,21,F,B
211816770,43,F,H
221110685,36,F,H
210204362,39,F,H
210609244,51,M,W
211909890,48,F,H
211217947,70,F,B
210505946,43,F,B
211107712,37,F,H
210312397,53,F,W
211910107,66,F,W
210216210,38,F,B
211911238,38,F,H
211114781,65,F,H
210712807,30,M,H
211913162,63,M,H
211706049,41,F,H
210513621,40,F,W
211222663,61,F,B
210615394,22,F,H
210810711,75,M,W
211808902,40,M,B
210415290,64,F,H
210509172,78,F,H
211315414,50,M,H
212010494,27,F,H
210813589,58,F,W
211307243,34,F,H
212009575,45,M,H
211210016,17,F,H
211316435,49,M,H
211308676,59,M,B
211600674,48,F,H
210408443,29,M,H
210717255,30,F,H
210606952,52,F,H
210315704,32,F,B
210514448,75,F,W
212109832,28,F,H
211804155,34,F,H
210310462,45,F,H
211223172,57,F,B
211309191,33,F,H
212007744,32,F,K
212110399,54,F,O
210209401,28,M,B
210517668,35,M,B
210114940,24,F,A
210406482,36,F,H
211309170,31,F,H
211605362,23,F,H
210708054,49,F,H
210406100,71,M,H
211905214,81,F,H
220804040,23,F,O
212104300,43,F,H
212117821,52,M,W
211311023,25,F,H
211816506,29,F,B
210415274,64,F,H
210312942,39,F,H
210505332,55,F,H
212005385,0,F,H
211613246,21,F,W
211600766,36,M,H
210412452,64,F,H
211116633,62,M,W
211911341,38,F,H
210612840,25,M,O
210516717,45,F,W
211014787,35,F,O
210406188,65,F,H
211613367,7,M,H
211605268,41,F,H
210619305,0,F,X
211905836,26,F,H
211816026,36,F,B
210514148,23,F,H
211009754,23,F,H
210313312,49,F,B
211912640,63,M,H
211816700,54,F,B
211305934,45,F,H
211112127,39,F,A
210620618,68,F,O
210315214,27,F,B
212100530,70,F,B
210805232,19,F,W
211906401,48,F,H
211316535,50,M,H
210318457,43,M,B
211115323,32,M,W
211714489,42,F,H
211613565,31,F,H
210307956,39,F,H
212106299,82,M,W
212012698,26,F,H
211005115,69,M,H
212009532,54,F,B
210513557,28,F,H
211712785,42,F,H
212110150,29,F,H
211608287,39,F,H
211906423,53,F,H
210319946,39,F,H
211711549,81,M,W
211606213,82,M,H
210513273,39,F,A
212006634,39,M,H
210809392,79,F,W
210410465,33,F,H
211807555,27,F,H
210710320,73,F,H
210513828,34,F,H
211612359,49,M,H
210913880,43,F,H
211815502,37,F,H
210508396,24,F,W
211114918,53,M,W
211913749,41,M,H
211418741,39,F,W
210405114,44,F,H
211314391,35,F,H
211910331,31,F,H
211804208,37,F,B
210513438,25,M,H
210416056,43,F,H
210516129,67,M,H
210312791,40,F,H
210212164,63,F,H
210608569,45,M,K
211113490,34,F,B
210413458,40,F,H
211909551,48,F,B
211315721,36,F,H
211714810,39,F,O
210712271,31,F,W
210305117,31,F,B
211416248,44,F,A
211304519,45,F,H
210312306,33,F,B
211304921,46,F,H
212114964,39,F,O
212005501,22,F,O
211707202,50,F,O
211907240,49,F,A
211105177,69,F,H
211320453,36,F,B
210317717,38,F,B
210704397,56,F,H
211913211,31,M,H
210319421,54,F,H
211813292,39,F,B
210513891,45,F,H
211714805,48,F,H
211012568,24,F,H
210514822,25,M,H
210507086,21,F,H
212108725,59,F,W
210714371,0,F,H
221104110,45,M,H
211913335,36,F,H
210312047,36,M,H
211306281,34,F,H
211105277,39,F,H
210405130,22,F,H
210709515,53,M,W
210505397,41,F,H
211906342,31,F,H
210614182,39,F,W
211305340,70,F,H
210716200,51,F,H
210915162,36,F,H
211416095,66,M,W
210710461,41,F,O
210816779,35,F,W
211015592,53,M,W
211913177,44,M,H
211317273,47,M,H
210412075,57,F,H
210412380,57,F,H
211712984,28,M,H
211809092,26,F,H
211606631,63,M,H
211410718,28,F,B
210316817,47,M,H
210812577,34,F,B
210107945,31,M,B
211816430,37,F,H
210115526,52,F,H
211713675,89,F,W
210409423,33,F,O
210314071,69,F,B
212107124,51,F,H
211223163,33,F,H
211906431,27,F,H
211106287,50,F,H
210413436,55,F,H
211416839,37,F,A
210515131,71,M,O
210717261,79,M,H
211911598,17,F,H
212010216,0,M,H
210706418,72,F,H
211711273,41,F,W
220709745,39,F,W
211311062,25,F,H
211811524,65,F,B
210405485,65,F,H
210717106,0,F,H
210716820,59,F,A
210406647,13,M,H
210611438,36,F,W
212115830,56,F,H
212114497,42,M,H
212111450,41,F,H
211105695,36,M,W
212110233,43,F,H
210513179,35,F,B
211223929,24,F,H
210914745,33,F,W
211110595,44,F,H
211309075,38,F,H
210413937,31,M,H
211820786,63,F,H
211411544,52,F,B
210320747,33,F,H
211913806,65,F,H
211808217,31,M,H
211306553,56,F,W
211910485,29,F,H
210504208,44,F,H
210410509,42,M,H
211109923,57,M,H
210317689,47,F,B
210215904,0,X,B
211905848,87,M,H
210620406,49,F,H
211215860,39,F,H
211310115,19,F,H
211807906,62,F,B
210410909,29,F,O
210509760,47,F,H
210314220,67,M,B
211318844,26,F,B
210612382,25,M,O
210916846,33,F,W
211711428,37,F,W
211913651,63,M,H
211819725,33,F,H
211311436,33,F,H
210515673,33,F,H
210908626,79,M,W
210910823,35,M,W
210413665,25,F,H
212116239,21,F,H
211317883,33,F,H
210206681,28,F,A
210407976,22,F,H
210708891,22,F,B
211613607,48,M,H
210415254,57,F,H
210410907,37,F,W
211604393,33,F,O
210813132,35,F,W
211907889,39,F,H
211811709,57,F,H
211217791,47,M,B
212117852,52,M,W
212118090,30,F,W
211810835,27,F,B
211319261,28,F,H
210406646,65,M,H
210510078,44,F,H
212114499,42,M,H
210507228,39,F,W
211417439,54,M,H
211214643,54,F,B
211222507,33,F,H
210315177,61,F,H
212108090,59,F,W
211009436,49,M,W
210412757,28,F,H
211315254,26,F,H
211906303,31,F,H
210310874,30,F,H
210511642,23,F,H
210215359,26,F,H
211319808,43,F,H
210513434,75,F,H
211606783,33,F,H
212116241,16,F,H
212009642,23,F,H
211814548,28,M,B
210807807,52,F,O
212107864,45,F,H
211910272,56,F,H
210514534,77,F,H
211401053,33,F,H
212007301,49,F,H
211808627,29,F,H
220704174,47,F,H
210405710,58,M,H
210514730,28,F,H
211410554,27,F,W
211905068,45,F,W
211911087,45,F,O
211610736,28,F,H
210806156,42,M,W
211605272,33,F,O
210505813,23,F,H
210411153,77,F,H
210506608,32,F,H
211915238,34,F,H
211222726,36,F,B
210508987,39,F,H
210916555,41,M,O
211906922,28,F,H
210314721,53,F,B
210818053,47,M,O
211108098,35,F,H
210411616,45,F,H
210612393,26,M,W
211225414,40,F,B
211910941,64,F,H
211906482,48,F,H
210508685,64,F,H
211715963,38,X,X
210512155,31,F,H
211310990,39,F,H
212114128,32,F,O
212105902,7,M,B
210517527,43,M,H
210714408,24,F,B
210508340,24,F,W
210309212,57,F,B
212117518,29,F,H
210517227,23,M,H
211812269,30,F,B
210408290,37,F,H
210910765,53,F,H
210512138,30,F,W
211706114,35,F,W
211105331,73,F,H
211008086,36,F,H
212110262,67,F,H
211005479,54,F,H
212112930,22,F,H
212016768,38,F,H
210317810,50,F,B
211408729,27,F,H
211215943,39,F,H
211408734,27,F,H
211806520,25,F,H
210516133,50,F,W
